title,publish_date,media_name,url,cluster,title_total_frequency,title_date_frequency,publish_year,publish_month,publish_day,days_since_min,label,cluster_name,topics
Robert De Niro says he ‘loves’ and ‘supports’ his transgender daughter: ‘I don’t know what the big deal is’,4/30/25,nypost.com,https://nypost.com/2025/04/30/entertainment/robert-de-niro-loves-and-supports-his-transgender-daughter/,44,2,2,2025,4,30,1946,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Court rules on Trump's transgender troop ban,5/7/21,cbsnews.com,https://www.cbsnews.com/video/court-rules-on-trumps-transgender-troop-ban/,118,1,1,2021,5,7,492,Trans Military Ban,Trans Military Ban,"federalPolicy, publicSpace, bigotry, identity, freeSpeech"
Robert De Niro shows support for daughter Airyn after she shares she’s trans: ‘I don’t know what the big deal is’,5/1/25,cnn.com,https://www.cnn.com/2025/05/01/entertainment/robert-de-niro-daughter-airyn,44,2,2,2025,5,1,1947,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro supports daughter Airyn after her coming out as transgender,5/1/25,upi.com,https://www.upi.com/Entertainment_News/2025/05/01/robert-de-niro-supports-airyn-daughter-coming-out-trans/3891746120319/,44,2,2,2025,5,1,1947,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro supports daughter Airyn after she comes out as trans: 'I love all my children',5/1/25,ew.com,https://ew.com/robert-de-niro-supports-trans-daughter-airyn-after-she-comes-out-11725604,44,1,1,2025,5,1,1947,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro supports daughter Airyn as she comes out as trans: ‘I don’t know what the big deal is’,5/1/25,theguardian.com,https://www.theguardian.com/film/2025/may/01/robert-de-niro-daughter-airyn-trans,44,1,1,2025,5,1,1947,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Court: Arkansas can't ban treatment of transgender kids,8/25/22,abcnews.go.com,https://abcnews.go.com/US/wireStory/court-arkansas-ban-treatment-transgender-kids-88843624,126,3,3,2022,8,25,967,Arkansas Trans Youth Care,Arkansas Trans Youth Care,"children, statePolicy, healthcare, identity"
Court: Arkansas can't ban treatment of transgender kids,8/25/22,mysanantonio.com,https://www.mysanantonio.com/news/article/Court-Arkansas-can-t-ban-treatment-of-17397732.php,126,3,3,2022,8,25,967,Arkansas Trans Youth Care,Arkansas Trans Youth Care,"children, statePolicy, healthcare, identity"
Court: Arkansas can't ban treatment of transgender kids,8/25/22,sfgate.com,https://www.sfgate.com/news/article/Court-Arkansas-can-t-ban-treatment-of-17397732.php,126,3,3,2022,8,25,967,Arkansas Trans Youth Care,Arkansas Trans Youth Care,"children, statePolicy, healthcare, identity"
Court: Arkansas can’t ban treatment of transgender kids,8/25/22,seattletimes.com,https://www.seattletimes.com/nation-world/nation/court-arkansas-cant-ban-treatment-of-transgender-kids/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,126,2,2,2022,8,25,967,Arkansas Trans Youth Care,Arkansas Trans Youth Care,"children, statePolicy, healthcare, identity"
Court: Arkansas can’t ban treatment of transgender kids,8/25/22,stltoday.com,https://www.stltoday.com/lifestyles/health-med-fit/health/court-arkansas-can-t-ban-treatment-of-transgender-kids/article_408c60c6-4544-54a5-ad34-ad0abe29440c.html,126,2,2,2022,8,25,967,Arkansas Trans Youth Care,Arkansas Trans Youth Care,"children, statePolicy, healthcare, identity"
Robert De Niro's Daughter Airyn Comes Out As Trans,4/30/25,buzzfeed.com,https://www.buzzfeed.com/ellendurney/robert-de-niro-daughter-airyn-comes-out-as-trans,44,1,1,2025,4,30,1946,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro's Daughter Airyn Comes Out as Trans in Revealing Interview About Growing Up 'Out of the Limelight',4/29/25,people.com,https://people.com/airyn-de-niro-robert-daughter-comes-out-transgender-revealing-interview-11724657,44,2,2,2025,4,29,1945,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro's Daughter Airyn Comes Out as Transgender,4/30/25,tmz.com,https://www.tmz.com/2025/04/30/robert-de-niro-daughter-airyn-transgender/,44,1,1,2025,4,30,1946,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro's Daughter Airyn De Niro Details Coming Out as a Trans Woman,4/29/25,eonline.com,https://www.eonline.com/news/1416798/robert-de-niros-daughter-airyn-comes-out-as-trans-woman?cmpid=rss-syndicate-genericrss-us-top_stories,44,2,2,2025,4,29,1945,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro's Daughter Airyn De Niro Details Her Relationship With Him,4/30/25,eonline.com,https://www.eonline.com/news/1416853/robert-de-niros-daughter-airyn-details-their-bond?cmpid=rss-syndicate-genericrss-us-top_stories,44,1,1,2025,4,30,1946,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
"Courtney Stodden 'still blocked' by Chrissy Teigen, never got apology even after return to social media",4/14/22,monstersandcritics.com,https://www.monstersandcritics.com/celebrity/courtney-stodden-still-blocked-by-chrissy-teigen-never-got-apology-even-after-return-to-social-media/,11,1,1,2022,4,14,834,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
Courtney Stodden Claims Chrissy Teigen DM'd 'Me to Kill Myself',5/11/21,tmz.com,https://www.tmz.com/2021/05/11/courtney-stodden-chrissy-teigen-privately-dm-tell-me-to-kill-myself/,11,1,1,2021,5,11,496,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
"Courtney Stodden Refutes Chrissy Teigen's Claim She Reached Out, Has Message for Her",7/21/21,tmz.com,https://www.tmz.com/2021/07/21/courtney-stodden-refutes-chrissy-teigen-reached-out-cancel-club-charity/,11,1,1,2021,7,21,567,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
Courtney Stodden Rocks Green Bikini & Sends Message Of Forgiveness After Chrissy Teigen Bullying,6/23/21,hollywoodlife.com,https://hollywoodlife.com/2021/06/23/courtney-stodden-green-bikini-desert-photo/,11,1,1,2021,6,23,539,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
Courtney Stodden Says Chrissy Teigen 'Told Me to Kill Myself',5/12/21,newsmax.com,https://www.newsmax.com/thewire/courtney-stodden-chrissy-teigen-cyberbullying/2021/05/12/id/1021124,11,1,1,2021,5,12,497,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
Courtney Stodden Says Chrissy Teigen Would 'Tell Me To Kill Myself' In Private Messages,5/11/21,radaronline.com,https://radaronline.com/p/courtney-stodden-chrissy-teigen-kill-yourself-twiter-bullying-dm/,11,1,1,2021,5,11,496,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
Courtney Stodden accepts — but doesn't exactly believe — Chrissy Teigen's apology,5/12/21,latimes.com,https://www.latimes.com/entertainment-arts/story/2021-05-12/chrissy-teigen-apologizes-courtney-stodden,11,1,1,2021,5,12,497,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
Courtney Stodden feels Chrissy Teigen’s apology is attempt to save herself: Her ‘wokeness is a broken record’,5/12/21,foxnews.com,https://www.foxnews.com/entertainment/courtney-stodden-chrissy-teigen-wokeness-blocked-apology-bullying-claims,11,1,1,2021,5,12,497,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
Courtney Stodden has advice for 'cancel club' member Chrissy Teigen: 'Just be nice',7/16/21,latimes.com,http://feeds.latimes.com/~r/latimes/entertainment/~3/oZSsMbIpqH4/courtney-stodden-chrissy-teigen-jason-biggs-cancel-club,11,1,1,2021,7,16,562,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
Courtney Stodden says Chrissy Teigen should help anti-bullying efforts instead of griping about 'cancel club',7/21/21,foxnews.com,http://feeds.foxnews.com/~r/foxnews/entertainment/~3/xO5v37tdq2U/courtney-stodden-chrissy-teigen-help-anti-bullying-efforts-cancel-club,11,2,2,2021,7,21,567,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
Courtney Stodden seemingly takes a swipe at Chrissy Teigen as she praises Jason Biggs' 'personal apology',7/15/21,foxnews.com,https://www.foxnews.com/entertainment/after-chrissy-teigen-allegations-courtney-stodden-praises-jason-biggs-personal-apology,11,1,1,2021,7,15,561,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
Courtney Stodden shows of new look amid Chrissy Teigen bullying scandal,6/29/21,foxnews.com,https://www.foxnews.com/entertainment/courtney-stodden-new-look,11,1,1,2021,6,29,545,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
Courtney Stodden’s Mom Urges Chrissy Teigen To ‘Personally Apologize’ For Cyberbullying Them,5/18/21,hollywoodlife.com,https://hollywoodlife.com/2021/05/18/courtney-stodden-mom-response-chrissy-teigen-apology-bullying-tweets/,11,1,1,2021,5,18,503,Teigen Bullying Scandal,Teigen Bullying Scandal,popCulture
Robert De Niro's Daughter Airyn De Niro Reacts to Support Amid Coming Out Journey,4/30/25,eonline.com,https://www.eonline.com/news/1416868/robert-de-niros-daughter-reacts-to-coming-out-as-trans-support?cmpid=rss-syndicate-genericrss-us-top_stories,44,2,2,2025,4,30,1946,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
"Critics call to cancel Dave Chappelle, Netflix for ‘ridiculing trans people’",10/7/21,nypost.com,https://nypost.com/2021/10/07/critics-blast-dave-chappelle-netflix-for-ridiculing-trans-people/,52,2,2,2021,10,7,645,Chappelle Controversy,Chappelle Controversy,"bigotry, popCulture"
Robert De Niro's Daughter Airyn on Embracing Her Trans Identity: 'Maybe It's Not Too Late for Me',4/30/25,rollingstone.com,https://www.rollingstone.com/tv-movies/tv-movie-news/robert-de-niro-daughter-airyn-transition-journey-1235328454/,44,1,1,2025,4,30,1946,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro's Daughter Comes Out as Transgender in a Surprising Announcement,4/30/25,theroot.com,https://www.theroot.com/robert-de-niros-daughter-comes-out-as-transgender-in-a-1851778415,44,2,2,2025,4,30,1946,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Critics pile on Netflix CEO after he says he 'screwed up' Dave Chappelle show defense,10/20/21,foxnews.com,https://www.foxnews.com/media/critics-pile-netflix-ceo-dave-chappelle-defense,52,1,1,2021,10,20,658,Chappelle Controversy,Chappelle Controversy,"bigotry, popCulture"
Robert De Niro's daughter Airyn De Niro comes out as trans,4/30/25,usatoday.com,https://www.usatoday.com/story/entertainment/celebrities/2025/04/30/airyn-robert-de-niro-daughter-transgender/83362160007/,44,2,2,2025,4,30,1946,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro's daughter Airyn comes out as trans: 'I don't think I've been seen yet',4/30/25,ew.com,https://ew.com/robert-de-niro-daughter-airyn-comes-out-trans-11724834,44,1,1,2025,4,30,1946,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro's daughter Airyn comes out as transgender,4/30/25,nbcnews.com,https://www.nbcnews.com/nbc-out/out-news/robert-de-niro-daughter-airyn-transgender-rcna203775,44,3,3,2025,4,30,1946,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro’s Daughter Airyn De Niro Details Coming Out as a Trans Woman,4/29/25,eonline.com,https://www.eonline.com/videos/2424167491516/robert-de-niros-daughter-airyn-de-niro-details-coming-out-as-a-trans-woman,44,2,2,2025,4,29,1945,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro’s Daughter Airyn De Niro Opens Up About Her Transition Journey,4/30/25,vanityfair.com,https://www.vanityfair.com/hollywood/story/robert-de-niros-daughter-airyn-de-niro-opens-up-about-her-transition-journey,44,2,2,2025,4,30,1946,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Robert De Niro’s daughter Airyn comes out as transgender in first-ever interview,4/29/25,nypost.com,https://nypost.com/2025/04/29/entertainment/robert-de-niros-daughter-airyn-comes-out-as-transgender/,44,2,2,2025,4,29,1945,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Who is Airyn De Niro? Robert De Niro's daughter comes out as transgender,4/30/25,newsweek.com,https://www.newsweek.com/airyn-de-niro-comes-out-transgender-robert-de-niro-daughter-2066063,44,3,3,2025,4,30,1946,De Niro Supports Trans,De Niro Supports Trans,"popCulture, identity"
Race to the right': Anti-LGBTQ DeSantis video reportedly takes page out of Trump's book,7/1/23,rawstory.com,https://www.rawstory.com/desantis-video-trump-playbook/,73,2,2,2023,7,1,1277,DeSantis Anti-LGBTQ Video,DeSantis Anti-LGBTQ Video,"statePolicy, bigotry, cultureWars"
"A video shared by DeSantis' campaign showing his disdain for Pride is another piece of his 'extremely homophobic' campaign, law instructor says",7/8/23,businessinsider.com,https://www.businessinsider.com/desantis-campaign-homophobic-transphobic-ad-backlash-2023-7,73,2,2,2023,7,8,1284,DeSantis Anti-LGBTQ Video,DeSantis Anti-LGBTQ Video,"statePolicy, bigotry, cultureWars"
"Aimed at Trump, DeSantis campaign ad described as 'homophobic'",7/5/23,cbsnews.com,https://www.cbsnews.com/miami/video/aimed-at-trump-desantis-campaign-ad-described-as-homophobic/,73,1,1,2023,7,5,1281,DeSantis Anti-LGBTQ Video,DeSantis Anti-LGBTQ Video,"statePolicy, bigotry, cultureWars"
"Aimed at Trump, DeSantis campaign video described as 'homophobic'",7/5/23,cbsnews.com,https://www.cbsnews.com/miami/news/an-anti-trump-video-shared-by-the-desantis-campaign-is-homophobic-says-a-conservative-lgbt-group-3/,73,2,2,2023,7,5,1281,DeSantis Anti-LGBTQ Video,DeSantis Anti-LGBTQ Video,"statePolicy, bigotry, cultureWars"
"An anti-Trump video shared by the DeSantis campaign is 'homophobic,' says a conservative LGBT group",7/1/23,abcnews.go.com,https://abcnews.go.com/Politics/wireStory/anti-trump-video-shared-desantis-campaign-homophobic-conservative-100579986,73,10,10,2023,7,1,1277,DeSantis Anti-LGBTQ Video,DeSantis Anti-LGBTQ Video,"statePolicy, bigotry, cultureWars"
"An anti-Trump video shared by the DeSantis campaign is 'homophobic,' says a conservative LGBT group",7/1/23,newsday.com,https://www.newsday.com/long-island/politics/an-anti-trump-video-shared-by-the-desantis-campaign-is-homophobic-says-a-conservative-lgbt-group-ewfxvz7a,73,10,10,2023,7,1,1277,DeSantis Anti-LGBTQ Video,DeSantis Anti-LGBTQ Video,"statePolicy, bigotry, cultureWars"
"An anti-Trump video shared by the DeSantis campaign is 'homophobic,' says a conservative LGBT group",7/1/23,sandiegouniontribune.com,https://www.sandiegouniontribune.com/news/nation-world/story/2023-07-01/an-anti-trump-video-shared-by-the-desantis-campaign-is-homophobic-says-a-conservative-lgbt-group,73,10,10,2023,7,1,1277,DeSantis Anti-LGBTQ Video,DeSantis Anti-LGBTQ Video,"statePolicy, bigotry, cultureWars"
"An anti-Trump video shared by the DeSantis campaign is 'homophobic,' says a conservative LGBT group",7/1/23,startribune.com,https://www.startribune.com/an-anti-trump-video-shared-by-the-desantis-campaign-is-homophobic-says-a-conservative-lgbt-group/600286850/,73,10,10,2023,7,1,1277,DeSantis Anti-LGBTQ Video,DeSantis Anti-LGBTQ Video,"statePolicy, bigotry, cultureWars"
"An anti-Trump video shared by the DeSantis campaign is ‘homophobic,’ says a conservative LGBT group",7/1/23,denverpost.com,https://www.denverpost.com/2023/07/01/an-anti-trump-video-shared-by-the-desantis-campaign-is-homophobic-says-a-conservative-lgbt-group/,73,6,4,2023,7,1,1277,DeSantis Anti-LGBTQ Video,DeSantis Anti-LGBTQ Video,"statePolicy, bigotry, cultureWars"
"An anti-Trump video shared by the DeSantis campaign is ‘homophobic,’ says a conservative LGBT group",7/1/23,seattletimes.com,https://www.seattletimes.com/nation-world/an-anti-trump-video-shared-by-the-desantis-campaign-is-homophobic-says-a-conservative-lgbt-group/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,73,6,4,2023,7,1,1277,DeSantis Anti-LGBTQ Video,DeSantis Anti-LGBTQ Video,"statePolicy, bigotry, cultureWars"
